trial,stimulus,static_shannon,adaptive_shannon_w10,adaptive_shannon_w20,adaptive_shannon_w50,bayesian_surprise,posterior_entropy,changepoint_surprise,changepoint_prob,run_length_mean,estimated_volatility
0,0,0.33062247098248015,1.0,1.0,1.0,0.1931471805599453,-0.1931471805599453,1.0,0.005,0.995,0.0454146923337941
1,0,0.33062247098248015,0.5849625007211561,0.5849625007211561,0.5849625007211561,0.07213177477483135,-0.4319456220014435,0.5867669975679042,0.004999999999999999,1.986264080100125,0.08089499409671376
2,0,0.33062247098248015,0.4150374992788438,0.4150374992788438,0.4150374992788438,0.03768207245178079,-0.6362943611198908,0.41804398740869597,0.005,2.9750417222336027,0.10954824735033802
3,0,0.33062247098248015,0.3219280948873623,0.3219280948873623,0.3219280948873623,0.02314355131420953,-0.8094379124340998,0.32573587944352206,0.005,3.962024238758792,0.1334947577791895
4,0,0.33062247098248015,0.2630344058337938,0.2630344058337938,0.2630344058337938,0.015654890127288157,-0.9584261358947224,0.2674032907519939,0.005,4.947625656179977,0.1540452175776913
5,0,0.33062247098248015,0.22239242133644782,0.22239242133644782,0.22239242133644782,0.011293536970115703,-1.0887672919124558,0.2271723249760938,0.005,5.9321148937614145,0.17204204313443677
6,0,0.33062247098248015,0.19264507794239588,0.19264507794239588,0.19264507794239588,0.008531392624522294,-1.2044415416798362,0.19773736891834434,0.004999999999999999,6.915678092242541,0.18805296205837413
7,0,0.33062247098248015,0.16992500144231246,0.16992500144231246,0.16992500144231246,0.006671924545272656,-1.308335688447329,0.17526190746773956,0.005,7.898450586253638,0.20247690980019373
8,0,0.33062247098248015,0.15200309344504995,0.15200309344504995,0.15200309344504995,0.00536051565782536,-1.4025850929940447,0.15753627052132033,0.005,8.880534639934455,0.21560422210801422
9,0,0.33062247098248015,0.13750352374993496,0.13750352374993496,0.13750352374993496,0.004401088895234384,-1.488804363707466,0.14319739076530938,0.005,9.862009947716118,0.22765248381246792
10,0,0.33062247098248015,0.12553088208385899,0.12553088208385899,0.12553088208385899,0.003678043656296648,-1.5682399831213374,0.1313585529475318,0.005,10.84294019416632,0.23878882897248757
11,1,2.2876652703708173,3.584962500721156,3.700439718141092,3.700439718141092,0.384815602327782,-1.1069017392952745,3.63099634949962,0.005,11.33212773163282,0.5916573671431282
12,0,0.33062247098248015,0.2630344058337938,0.22239242133644782,0.22239242133644782,0.005799031475609784,-1.1722245802946887,0.26587091600989654,0.005000000000000001,12.568171122548979,0.4609590677112112
13,1,2.2876652703708173,2.584962500721156,2.9068905956085187,2.9068905956085187,0.19667402731327188,-1.002231940941293,2.7927485427107124,0.005,12.739583247672332,0.945476163685353
14,0,0.33062247098248015,0.4150374992788438,0.2995602818589078,0.2995602818589078,0.0070441266830059135,-1.0573529907012187,0.373334904219828,0.004999999999999999,14.179725280629487,0.7236077866775557
15,0,0.33062247098248015,0.4150374992788438,0.28010791919273537,0.28010791919273537,0.006165818362525943,-1.1097372964587109,0.3140434079154894,0.005,15.342920738538298,0.6198247145045005
16,0,0.33062247098248015,0.4150374992788438,0.2630344058337938,0.2630344058337938,0.005442471826634598,-1.1596242127297813,0.28369010291414015,0.004999999999999999,16.412973409184605,0.5640103868345722
17,0,0.33062247098248015,0.4150374992788438,0.24792751344358557,0.24792751344358557,0.0048395930119702335,-1.2072269636364936,0.2626146532380576,0.005,17.440767720728246,0.5324493800723076
18,0,0.33062247098248015,0.4150374992788438,0.23446525363702297,0.23446525363702297,0.004331794994850924,-1.2527352292195744,0.24599791346455174,0.004999999999999999,18.445870595931478,0.5147744796333574
19,0,0.33062247098248015,0.4150374992788438,0.22239242133644782,0.22239242133644782,0.003900053260843084,-1.2963178221629619,0.2320702572732688,0.005,19.437289024437973,0.5057531344998031
20,1,2.2876652703708173,2.0,2.8744691179161412,2.8744691179161412,0.1349502478062634,-1.1888438275449857,2.821768570726392,0.005,19.82157682433146,0.7979516674249281
21,0,0.33062247098248015,0.5849625007211561,0.289506617194985,0.27563444261342734,0.004503382819550872,-1.2276721531562913,0.3089618251216146,0.004999999999999999,21.090806853644295,0.6911254601614671
22,0,0.33062247098248015,0.4150374992788438,0.289506617194985,0.2630344058337938,0.004103036184130104,-1.2651085226737564,0.2806613425812855,0.004999999999999999,22.16977559268345,0.6440810357421369
23,1,2.2876652703708173,2.0,2.4594316186372973,2.643856189774725,0.09995661932813649,-1.1950651420018943,2.578350227058445,0.005000000000000001,22.35551733168587,0.9904038127346664
24,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.3081222953623318,0.004513088845743418,-1.2288822601516642,0.34829028432630305,0.005,23.725365875595816,0.8541234662932606
25,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.2954558835261712,0.0041509096112055666,-1.2616526983823917,0.31787176265355904,0.005,24.861774388509577,0.7854067914197774
26,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.2837929660005913,0.0038307663665264613,-1.293433775307932,0.2998495333712917,0.005,25.920023832904683,0.7447096861029057
27,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.27301849440641596,0.0035463798049764073,-1.3242790056876146,0.28574520720184887,0.005000000000000001,26.939089571250328,0.7197670146911168
28,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.2630344058337938,0.0032926036270706227,-1.354238275981345,0.2736968347705296,0.005000000000000001,27.934352229009892,0.7050449696511303
29,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.253756592245783,0.0030651872421887383,-1.383358053794268,0.2630047745924288,0.004999999999999999,28.913304630977905,0.6975537228475809
30,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.24511249783653147,0.00286059461096011,-1.411681611368195,0.2533227810344957,0.005,29.880078283290253,0.6954944828321004
31,0,0.33062247098248015,0.2630344058337938,0.3719687773869579,0.2370391973008493,0.0026758645180953167,-1.4392492507780759,0.24444704717084975,0.004999999999999999,30.837143098002457,0.6977046435277541
32,0,0.33062247098248015,0.2630344058337938,0.289506617194985,0.22948184612276734,0.002508501771313121,-1.4660985233404489,0.23624267829820036,0.005,31.786059805970574,0.7033933695319468
33,0,0.33062247098248015,0.2630344058337938,0.289506617194985,0.22239242133644782,0.0023563917307871662,-1.4922644388807669,0.22861280610791618,0.005000000000000001,32.72785333616468,0.7120017056459071
34,1,2.2876652703708173,3.584962500721156,2.8744691179161412,2.84799690655495,0.08285516256070391,-1.4306751569970402,2.8128190276466967,0.005,32.93244902528509,0.9134354412571257
35,0,0.33062247098248015,0.2630344058337938,0.289506617194985,0.2552570552420746,0.002589679773934428,-1.4550608263088805,0.28436321910907997,0.005,34.3528969714607,0.8260866625971959
36,0,0.33062247098248015,0.2630344058337938,0.289506617194985,0.24792751344358557,0.002443439067826958,-1.4788858443240827,0.2624700314827735,0.005,35.45934286104871,0.7933257670237048
37,0,0.33062247098248015,0.2630344058337938,0.289506617194985,0.24100809950379493,0.0023092714663421887,-1.5021741367694688,0.2515328489234501,0.005,36.48180083869709,0.7789501099044288
38,1,2.2876652703708173,2.584962500721156,2.4594316186372973,2.736965594166206,0.06857694594950337,-1.4540844160522681,2.688711054769711,0.005000000000000001,36.352598059406944,1.0490222845078816
39,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.27008916336774436,0.002488249694764022,-1.4759413888460244,0.3031222246172847,0.005,37.891961780189206,0.9419045561140583
40,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.2630344058337938,0.002360169162477277,-1.4973491770561225,0.2806251355947309,0.005,39.0695585933032,0.8934740601479181
41,1,2.2876652703708173,2.0,2.4594316186372973,2.6189098326444937,0.05814848889356572,-1.4591521509995289,2.555166447298718,0.004999999999999999,38.56248840043781,1.2323677859181283
42,0,0.33062247098248015,0.5849625007211561,0.3719687773869579,0.289506617194985,0.002503998927689821,-1.4793329176039833,0.3300724983502756,0.005000000000000001,40.288673000313395,1.0937613979529526
43,0,0.33062247098248015,0.5849625007211561,0.3719687773869579,0.282399730700725,0.002382685396439488,-1.499133020417844,0.30497165624388517,0.005000000000000001,41.578607122997546,1.0223854364495772
44,0,0.33062247098248015,0.5849625007211561,0.289506617194985,0.27563444261342734,0.002270004071952769,-1.5185654958856674,0.29175263480066427,0.005,42.71715750795511,0.9795056335457505
45,0,0.33062247098248015,0.4150374992788438,0.289506617194985,0.26918663281538907,0.0021651527860018227,-1.5376428145200123,0.2819302324965524,0.004999999999999999,43.77860102238275,0.9528620115185864
46,0,0.33062247098248015,0.4150374992788438,0.289506617194985,0.2630344058337938,0.0020674206662119055,-1.5563769018529001,0.2736774303883,0.005,44.792889838919564,0.9369026296955936
47,1,2.2876652703708173,2.0,2.4594316186372973,2.6147098441152083,0.051030560958509774,-1.5232237893419835,2.5685349965492197,0.004999999999999999,44.52433918465025,1.199617707453867
48,0,0.33062247098248015,0.5849625007211561,0.3719687773869579,0.2863041851566409,0.0021788832332276797,-1.5410124286728148,0.3174910365028244,0.005,46.116893208196245,1.0984662251603077
49,0,0.33062247098248015,0.4150374992788438,0.3719687773869579,0.28010791919273537,0.0020856396226149876,-1.5585042307603771,0.2977113310103381,0.005,47.32018725154256,1.049066563944717
50,1,2.2876652703708173,2.0,2.137503523749935,2.53051471669878,0.04494344451601284,-1.5307981026268465,2.4691257430072002,0.005,46.60529898223667,1.3789259033052785
51,0,0.33062247098248015,0.5849625007211561,0.4594316186372972,0.3081222953623318,0.0021785432346344002,-1.5474566809645864,0.3403765081201053,0.005,48.42032251380348,1.246449301726206
52,1,2.2876652703708173,2.0,1.8744691179161412,2.3785116232537296,0.039936813794214654,-1.5244305317958435,2.3384470459737052,0.004999999999999999,46.817850755932895,1.693689724152927
53,0,0.33062247098248015,0.5849625007211561,0.5525410230287786,0.3428877135230085,0.0022572327172198925,-1.5403241281493933,0.3814712195779484,0.005,49.20127962427965,1.4910647958205097
54,1,2.2876652703708173,1.5849625007211563,1.6520766965796931,2.241008099503795,0.03586440803089452,-1.5209937309854809,2.217888461952351,0.005,46.714200732249175,2.0377858756871836
55,0,0.33062247098248015,0.7776075786635522,0.5525410230287786,0.37851162325372995,0.0023236791831964254,-1.536182907244779,0.4232170561610984,0.005,49.667991044198224,1.7738862533727402
56,1,2.2876652703708173,1.2630344058337937,1.6520766965796931,2.115477217419936,0.032492445226401045,-1.519824777758572,2.1045159413278065,0.005,46.31654939135466,2.4003518964638833
