trial,stimulus,static_shannon,adaptive_shannon_w10,adaptive_shannon_w20,adaptive_shannon_w50,bayesian_surprise,posterior_entropy,changepoint_surprise,changepoint_prob,run_length_mean,estimated_volatility
0,1,2.3146965256562866,1.0,1.0,1.0,0.1931471805599453,-0.1931471805599453,1.0,0.005,0.995,0.0454146923337941
1,0,0.32374166525929343,1.584962500721156,1.584962500721156,1.584962500721156,0.2652789553347765,-0.12509280256138888,1.5813602640409605,0.004999999999999999,1.9825561097256859,0.1086861282870057
2,0,0.32374166525929343,1.0,1.0,1.0,0.10981384722661236,-0.2349066497880008,0.9964246793557547,0.005,2.965223510242665,0.17016976002233178
3,0,0.32374166525929343,0.7369655941662062,0.7369655941662062,0.7369655941662062,0.06082562376599032,-0.36239894022065755,0.7338227104197423,0.005,3.944414728501633,0.2279769000646003
4,0,0.32374166525929343,0.5849625007211561,0.5849625007211561,0.5849625007211561,0.03879844144149791,-0.48453071499548805,0.5822535633811475,0.005,4.920974482865901,0.2822418652583359
5,0,0.32374166525929343,0.4854268271702417,0.4854268271702417,0.4854268271702417,0.026948427097403638,-0.5971934278071807,0.483092309098035,0.005,5.895450978689353,0.33339328972745896
6,0,0.32374166525929343,0.4150374992788438,0.4150374992788438,0.4150374992788438,0.01982492959463844,-0.7003516907351486,0.4130174875896897,0.005,6.868223510216528,0.38184814320198013
7,0,0.32374166525929343,0.36257007938470825,0.36257007938470825,0.36257007938470825,0.015203317169794506,-0.7949200872700253,0.36081476599792334,0.005,7.839567770630713,0.4279588011918976
8,0,0.32374166525929343,0.3219280948873623,0.3219280948873623,0.3219280948873623,0.012032440203098016,-0.8819525274731177,0.32039786114994556,0.005000000000000001,8.809692024342752,0.4720136234518764
9,0,0.32374166525929343,0.289506617194985,0.289506617194985,0.289506617194985,0.009761604553060188,-0.9624212027332533,0.2881701708556497,0.005,9.778758502695892,0.5142478345308585
10,0,0.32374166525929343,0.2630344058337938,0.2630344058337938,0.2630344058337938,0.008079132551530144,-1.0371670019514525,0.26186689920073103,0.005,10.746896762938954,0.5548545632192594
11,0,0.32374166525929343,0.12553088208385899,0.24100809950379493,0.24100809950379493,0.006797674406756826,-1.1069017392952745,0.23998960917849582,0.005000000000000001,11.714212411618657,0.5939939324413034
12,1,2.3146965256562866,3.584962500721156,2.807354922057604,2.807354922057604,0.1943478224929871,-0.9441067046454066,2.812680134723145,0.005,12.468950832309076,0.6322729497457866
13,0,0.32374166525929343,0.2630344058337938,0.3219280948873623,0.3219280948873623,0.008125236295894567,-1.002231940941293,0.343525407117746,0.004999999999999999,13.585981689952446,0.5786744229802779
14,0,0.32374166525929343,0.2630344058337938,0.2995602818589078,0.2995602818589078,0.0070441266830059135,-1.0573529907012187,0.3079330837408276,0.005,14.59904355048914,0.5760025164165266
15,0,0.32374166525929343,0.2630344058337938,0.28010791919273537,0.28010791919273537,0.006165818362525943,-1.1097372964587109,0.2851614387961095,0.005000000000000001,15.585281764745474,0.5883266026261217
